sample_index,repo_id,class_key,focal_class,arm,generator,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,source_run_id,source_run_sample_index
44,41627638,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maximumdepthofbinarytree/solution.java,Solution,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\41627638\TestClasses_41627638_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '41627638' ---- Processing project: 41627638, module: leetcode/battleships-in-a-board [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 41627638_leetcode/battleships-in-a-board is a Gradle project ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed correctly for the Solution class An err",20260724_022225_resume240,34
46,97822421,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/mockclassresolver.java,MockClassResolver,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\97822421\TestClasses_97822421_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/218_97822421_7e494c92/compiledrepos/97822421/infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/spring/MockClassResolver_RBL4_7e494c92Test.java:[31,56] no suitable method found for thenReturn(java.lang.Class<capture#1 of ?>) - method org.mockito.stubbing.OngoingStubbing.thenReturn(java.lang.Class<capture#2 of ?>) is not applicable - (argument mismatch; java.lang.Class<capture#1 of ?> cannot be converted to java.lang.Class<capture#2 of ?>) - method org.mockito.stubbing.OngoingStubbing.thenReturn(java.lang.Class<capture#2 of ?>,java.lang.Class<capture#2 of ?>...) is not applicable - (argument mismatch; java.lang.Class<capture#1 of ?> cannot be converted to java.lang.Class<capture#2 of ?>)",20260724_022225_resume240,218
47,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/terminateexecution.java,TerminateExecution,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[33,67] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[34,27] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[39,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.TerminateExecution_RBL4_2bc9cc41Test - /D:/A_ThucNghiem/scripts_v2/workspaces/202",20260724_022225_resume240,48
47,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/terminateexecution.java,TerminateExecution,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[33,67] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[34,27] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[39,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.TerminateExecution_RBL4_2bc9cc41Test - /D:/A_ThucNghiem/scripts_v2/workspaces/202",20260724_022225_resume240,48
48,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/evaluatecondition.java,EvaluateCondition,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[44,27] writeValueAsString(java.lang.Object) in <anonymous org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test$1> cannot override writeValueAsString(java.lang.Object) in com.fasterxml.jackson.databind.ObjectMapper - overridden method does not throw java.io.IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[50,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCor",20260724_022225_resume240,49
48,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/evaluatecondition.java,EvaluateCondition,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[44,27] writeValueAsString(java.lang.Object) in <anonymous org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test$1> cannot override writeValueAsString(java.lang.Object) in com.fasterxml.jackson.databind.ObjectMapper - overridden method does not throw java.io.IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[50,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCor",20260724_022225_resume240,49
49,77481567,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/timeframeconvertingtradeguard.java,TimeFrameConvertingTradeGuard,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\77481567\TestClasses_77481567_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/170_77481567_5d305145/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4_5d305145Test.java:[42,30] firstCandleCompleted has private access in de.voidnode.trading4j.functionality.timeframeconversion.TimeFrameConvertingTradeGuard - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/170_77481567_5d305145/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4_5d305145Test.java:[54,31] firstCandleCompleted has private access in de.voidnode.trading4j.functionality.timeframeconversion.TimeFrameConvertingTradeGuard - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/170_77481567_5d305145/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4_5d305145Test.java:[64,108] cannot find symbol - symbol: method getMessage() - location: class de.voidnode.trading4j.api.Failed - /D:/A_ThucNghiem/sc",20260724_022225_resume240,170
49,77481567,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/timeframeconvertingtradeguard.java,TimeFrameConvertingTradeGuard,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\77481567\TestClasses_77481567_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/170_77481567_5d305145/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4_5d305145Test.java:[42,30] firstCandleCompleted has private access in de.voidnode.trading4j.functionality.timeframeconversion.TimeFrameConvertingTradeGuard - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/170_77481567_5d305145/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4_5d305145Test.java:[54,31] firstCandleCompleted has private access in de.voidnode.trading4j.functionality.timeframeconversion.TimeFrameConvertingTradeGuard - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/170_77481567_5d305145/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4_5d305145Test.java:[64,108] cannot find symbol - symbol: method getMessage() - location: class de.voidnode.trading4j.api.Failed - /D:/A_ThucNghiem/sc",20260724_022225_resume240,170
50,64487983,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/app.java,App,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\64487983\TestClasses_64487983_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/141_64487983_735c5bfe/compiledrepos/64487983/hexagonal/src/test/java/com/iluwatar/hexagonal/App_RBL4_735c5bfeTest.java:[39,48] cannot find symbol - symbol: method getSubmittedTickets() - location: variable lotteryService of type com.iluwatar.hexagonal.service.LotteryService - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/141_64487983_735c5bfe/compiledrepos/64487983/hexagonal/src/test/java/com/iluwatar/hexagonal/App_RBL4_735c5bfeTest.java:[40,12] submitTickets(com.iluwatar.hexagonal.service.LotteryService,int) has private access in com.iluwatar.hexagonal.App - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/141_64487983_735c5bfe/compiledrepos/64487983/hexagonal/src/test/java/com/iluwatar/hexagonal/App_RBL4_735c5bfeTest.java:[41,44] cannot find symbol - symbol: method getSubmittedTickets() - location: variable lotteryService of type com.iluwatar.hexagonal.service.LotteryService - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/141_64487983_735c5bfe/compiledrepos/64487983/hexagonal/src/test/j",20260724_022225_resume240,141
51,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,TooManyKeysCheck,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[32,30] keyTrees has private access in org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[43,30] cannot find symbol - symbol: method getFileIssues() - location: variable check of type org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[54,30] cannot find symbol - symbol: method getFileIssues() - location: variable check of type org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/",20260724_022225_resume240,17
51,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,TooManyKeysCheck,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"ole': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the TooManyKeysCheck class --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.TooManyK",20260724_022225_resume240,17
52,46396068,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/assign.java,Assign,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,The following general errors were encountered during the Maven build: - Failed to execute goal on project hbase-manager-0.98: Could not collect dependencies for project com.kakao.hbase:hbase-manager-0.98:jar:1.6.0 - Failed to read artifact descriptor for com.kakao.hbase:hbase-common-0.98:jar:1.6.0 - Caused by: The following artifacts could not be resolved: com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} (absent): Could not transfer artifact com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} from/to cloudera-releases (https://repository.cloudera.com/artifactory/cloudera-repos): ClientProtocolException - Failed to read artifact descriptor for com.kakao.hbase:hbase-common-0.98:jar:tests:1.6.0 - Caused by: The following artifacts could not be resolved: com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} (absent): com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} failed to transfer from https://repository.cloudera.com/artifactory/cloudera-repos during a previous attempt. This failure was cached in the local repository and resolution is not reattempted until the update interval of cloudera-releases has elapsed or updates are forced. Original error: Could not transf,20260724_022225_resume240,64
52,46396068,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/assign.java,Assign,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46396068' ---- Processing project: 46396068, module: hbase0.98/hbase-manager-0.98 [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46396068_hbase0.98/hbase-manager-0.98 is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gp",20260724_022225_resume240,64
53,9884445,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,ElementCollectionAnnotationHandler,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\9884445\TestClasses_9884445_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - COMPILATION ERROR : - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:2.1:testCompile (default-testCompile) on project minnal-instrumentation-jaxrs: Compilation failure - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - ",20260724_022225_resume240,234
53,9884445,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,ElementCollectionAnnotationHandler,evosuite,evosuite,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\9884445\TestClasses_9884445_evosuite.mavenfailed,"The following general errors were encountered during the Maven build: - COMPILATION ERROR : - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:2.1:testCompile (default-testCompile) on project minnal-instrumentation-jaxrs: Compilation failure - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - ",20260724_022225_resume240,234
54,9884445,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/resourcemetadatabuilder.java,ResourceMetaDataBuilder,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\235_9884445_c1478021\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\resource\metadata\ResourceMetaDataBuilder_RBL4_c1478021Test.java:[46,18] error: class ResourceMetaDataBuilder_RBL4_c1478021Test is already defined in package org.minnal.instrument.resource.metadata - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\235_9884445_c1478021\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\resource\metadata\ResourceMetaDataBuilder_RBL4_c1478021Test.java:[20,24] error: cannot find symbol",20260724_022225_resume240,235
54,9884445,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/resourcemetadatabuilder.java,ResourceMetaDataBuilder,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\235_9884445_c1478021\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\resource\metadata\ResourceMetaDataBuilder_RBL4_c1478021Test.java:[46,18] error: class ResourceMetaDataBuilder_RBL4_c1478021Test is already defined in package org.minnal.instrument.resource.metadata - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\235_9884445_c1478021\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\resource\metadata\ResourceMetaDataBuilder_RBL4_c1478021Test.java:[20,24] error: cannot find symbol",20260724_022225_resume240,235
55,9884445,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/searchableannotationhandler.java,SearchableAnnotationHandler,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SearchableAnnotationHandler_RBL4_19519df8Test.java:[79,19] error: class SearchableAnnotationHandler_RBL4_19519df8Test is already defined in package org.minnal.instrument.entity.metadata.handler - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SearchableAnnotationHandler_RBL4_19519df8Test.java:[31,24] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SearchableAnnotationHandler_RBL4_19519df8Test.java:[42,24] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instru",20260724_022225_resume240,236
55,9884445,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/searchableannotationhandler.java,SearchableAnnotationHandler,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SearchableAnnotationHandler_RBL4_19519df8Test.java:[79,19] error: class SearchableAnnotationHandler_RBL4_19519df8Test is already defined in package org.minnal.instrument.entity.metadata.handler - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SearchableAnnotationHandler_RBL4_19519df8Test.java:[31,24] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SearchableAnnotationHandler_RBL4_19519df8Test.java:[42,24] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\236_9884445_19519df8\compiledrepos\9884445\minnal-jaxrs\minnal-instru",20260724_022225_resume240,236
