source_sample,run_mode,source_row_index,project,module,focal_class,test_class,id_focal_class,arm,generator,prompt_technique,fairness_policy,generated_test_file,generated_test_file_exists,failure_markers,baseline_build_status,baseline_build_detail,compilation,branch_coverage_compiled_only,line_coverage_compiled_only,method_coverage_compiled_only,mutation_score_compiled_only,branch_coverage_strict_zero_fill,line_coverage_strict_zero_fill,method_coverage_strict_zero_fill,mutation_score_strict_zero_fill,fail_stage
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,5,88231534,opentracing-mongo-common,TracingCommandListener,TracingCommandListenerTest,88231534_TracingCommandListener,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_TracingCommandListenerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,5,88231534,opentracing-mongo-common,TracingCommandListener,TracingCommandListenerTest,88231534_TracingCommandListener,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_evosuite_TracingCommandListenerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,6,88231534,opentracing-mongo-common,TracingCommandListener,TracingCommandListenerTest,88231534_TracingCommandListener,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_TracingCommandListenerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,6,88231534,opentracing-mongo-common,TracingCommandListener,TracingCommandListenerTest,88231534_TracingCommandListener,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_evosuite_TracingCommandListenerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,7,88231534,opentracing-mongo-common,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,88231534_OperationCollectionSpanNameProvider,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_OperationCollectionSpanNameProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,7,88231534,opentracing-mongo-common,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,88231534_OperationCollectionSpanNameProvider,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_evosuite_OperationCollectionSpanNameProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,8,88231534,opentracing-mongo-common,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,88231534_OperationCollectionSpanNameProvider,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_OperationCollectionSpanNameProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,8,88231534,opentracing-mongo-common,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,88231534_OperationCollectionSpanNameProvider,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_evosuite_OperationCollectionSpanNameProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,9,88231534,opentracing-mongo-common,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,88231534_OperationCollectionSpanNameProvider,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_OperationCollectionSpanNameProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,9,88231534,opentracing-mongo-common,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,88231534_OperationCollectionSpanNameProvider,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/88231534/response_evosuite_OperationCollectionSpanNameProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,10,50552134,confucius-commons-lang,SimpleFileScanner,SimpleFileScannerTest,50552134_SimpleFileScanner,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_SimpleFileScannerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,10,50552134,confucius-commons-lang,SimpleFileScanner,SimpleFileScannerTest,50552134_SimpleFileScanner,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_evosuite_SimpleFileScannerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,11,50552134,confucius-commons-lang,SimpleJarEntryScanner,SimpleJarEntryScannerTest,50552134_SimpleJarEntryScanner,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_SimpleJarEntryScannerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,11,50552134,confucius-commons-lang,SimpleJarEntryScanner,SimpleJarEntryScannerTest,50552134_SimpleJarEntryScanner,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_evosuite_SimpleJarEntryScannerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,12,50552134,confucius-commons-lang,PropertyResourceBundleControl,PropertyResourceBundleControlTest,50552134_PropertyResourceBundleControl,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_PropertyResourceBundleControlTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,12,50552134,confucius-commons-lang,PropertyResourceBundleControl,PropertyResourceBundleControlTest,50552134_PropertyResourceBundleControl,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_evosuite_PropertyResourceBundleControlTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,13,50552134,confucius-commons-lang,PropertyResourceBundleControl,PropertyResourceBundleControlTest,50552134_PropertyResourceBundleControl,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_PropertyResourceBundleControlTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,13,50552134,confucius-commons-lang,PropertyResourceBundleControl,PropertyResourceBundleControlTest,50552134_PropertyResourceBundleControl,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/50552134/response_evosuite_PropertyResourceBundleControlTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,14,58086354,demo/gRPC/core,ClientInterceptors,ClientInterceptorsTest,58086354_ClientInterceptors,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ClientInterceptorsTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,14,58086354,demo/gRPC/core,ClientInterceptors,ClientInterceptorsTest,58086354_ClientInterceptors,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_ClientInterceptorsTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,15,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,15,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,16,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,16,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,17,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,17,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,18,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,18,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,19,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,19,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,20,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,20,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,21,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,21,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,22,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,22,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,23,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,23,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,24,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,24,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,25,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,25,58086354,demo/gRPC/core,MessageDeframer,MessageDeframerTest,58086354_MessageDeframer,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_MessageDeframerTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,26,58086354,demo/gRPC/core,Status,StatusTest,58086354_Status,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_StatusTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,26,58086354,demo/gRPC/core,Status,StatusTest,58086354_Status,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_StatusTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,27,58086354,demo/gRPC/core,Status,StatusTest,58086354_Status,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_StatusTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,27,58086354,demo/gRPC/core,Status,StatusTest,58086354_Status,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_StatusTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,28,58086354,demo/gRPC/core,ServerProvider,ServerProviderTest,58086354_ServerProvider,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ServerProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,28,58086354,demo/gRPC/core,ServerProvider,ServerProviderTest,58086354_ServerProvider,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_ServerProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,29,58086354,demo/gRPC/core,ServerProvider,ServerProviderTest,58086354_ServerProvider,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ServerProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,29,58086354,demo/gRPC/core,ServerProvider,ServerProviderTest,58086354_ServerProvider,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_ServerProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,30,58086354,demo/gRPC/core,ServerProvider,ServerProviderTest,58086354_ServerProvider,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ServerProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,30,58086354,demo/gRPC/core,ServerProvider,ServerProviderTest,58086354_ServerProvider,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_ServerProviderTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,31,58086354,demo/gRPC/core,ServerInterceptors,ServerInterceptorsTest,58086354_ServerInterceptors,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ServerInterceptorsTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
D:\balanced_delivery\balanced_bundle_300\output\classes_main.csv,dry_run,31,58086354,demo/gRPC/core,ServerInterceptors,ServerInterceptorsTest,58086354_ServerInterceptors,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58086354/response_evosuite_ServerInterceptorsTest.java,0,,,,0,,,,,0.0,0.0,0.0,0.0,dry_run_no_agone_execution
